pair_ID	data	sentence_A_En	sentence_B_En	entailment_label_En	relatedness_score_En	corr_entailment_labelAB_En	corr_entailment_labelBA_En	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	relatedness_score_Ja	image_ID	original_caption	semtag_short	semtag_long
74	test	A little girl is looking at a woman in costume	A young girl is looking at a woman in costume	entailment	4.7			小さな女の子がコスチュームを着た女性を見ている	幼い女の子がコスチュームを着た女性を見ている	entailment	4.7	1056359656_662cee0814.jpg	A little girl looking at a brochure on train rides		
75	test	A little girl is looking at a woman in costume	The little girl is looking at a man in costume	neutral	3.8			小さな女の子がコスチュームを着た女性を見ている	小さな女の子がコスチュームを着た男性を見ている	contradiction	3.7	1056359656_662cee0814.jpg	A little girl looking at a brochure on train rides		
76	test	A little girl is looking at a woman in costume	A little girl in costume looks like a woman	neutral	2.9			小さな女の子がコスチュームを着た女性を見ている	コスチュームを着た小さな女の子が大人の女性のように見える	neutral	2.0	1056359656_662cee0814.jpg	A little girl looking at a brochure on train rides		
77	train	People wearing costumes are gathering in a forest and are looking in the same direction	Masked people are looking in the same direction in a forest	entailment	4.4	neutral	neutral	コスチュームを着た人々が森の中で集まって、同じ方向を見ている	マスクをした人々が森の中で同じ方向を見ている	neutral	3.0	3718007650_e5930b4509.jpg	People with costumes are gathered in a wooded area looking the same direction .		
78	train	People wearing costumes are gathering in a forest and are looking in the same direction	People wearing costumes are scattering in a forest and are looking in different directions	neutral	3.2			コスチュームを着た人々が森の中で集まって、同じ方向を見ている	コスチュームを着た人々が森の中で散らばって、違う方向を見ている	contradiction	2.7	3718007650_e5930b4509.jpg	People with costumes are gathered in a wooded area looking the same direction .		
79	train	People are looking at some costumes gathered in the vicinity of the forest	People wearing costumes are gathering in a forest and are looking in the same direction	neutral	3.6			人々が森の近くで集められたいくつかのコスチュームを見ている	コスチュームを着た人々が森の中で集まって、同じ方向を見ている	neutral	2.3	3718007650_e5930b4509.jpg	People with costumes are gathered in a wooded area looking the same direction .	Disjunction#Passive#Quantification	Passive;られる;動詞,接尾,*,*#Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
80	test	Masked people are looking in the same direction in a forest	A little girl is looking at a woman in costume	neutral	1.3			マスクをした人々が森の中で同じ方向を見ている	小さな女の子がコスチュームを着た女性を見ている	neutral	1.7	2298283771_fb21a4217e.jpg	Four people in dark clothes walk in the same direction .		
81	train	A little girl is looking at a woman in costume	People wearing costumes are scattering in a forest and are looking in different directions	neutral	2.4			小さな女の子がコスチュームを着た女性を見ている	コスチュームを着た人々が森の中で散らばって、違う方向を見ている	neutral	1.3	1056359656_662cee0814.jpg	A little girl looking at a brochure on train rides		
82	train	A little girl is looking at a woman in costume	People are looking at some costumes gathered in the vicinity of the forest	neutral	2.6			小さな女の子がコスチュームを着た女性を見ている	人々が森の近くで集められたいくつかのコスチュームを見ている	neutral	1.7	1056359656_662cee0814.jpg	A little girl looking at a brochure on train rides	Disjunction#Passive#Quantification	Passive;られる;動詞,接尾,*,*#Quantification;いくつ;名詞,代名詞,一般,*#Disjunction;か;助詞,副助詞／並立助詞／終助詞,*,*
83	train	A young girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction	neutral	2.2			幼い女の子がコスチュームを着た女性を見ている	コスチュームを着た人々が森の中で集まって、同じ方向を見ている	neutral	1.7	3482474257_a88bfe5c57.jpg	A young girl is blowing on a dandelion .		
84	train	People wearing costumes are gathering in a forest and are looking in the same direction	The little girl is looking at a man in costume	neutral	3.0			コスチュームを着た人々が森の中で集まって、同じ方向を見ている	小さな女の子がコスチュームを着た男性を見ている	neutral	1.3	3718007650_e5930b4509.jpg	People with costumes are gathered in a wooded area looking the same direction .		
85	train	People wearing costumes are gathering in a forest and are looking in the same direction	A little girl in costume looks like a woman	neutral	2.0			コスチュームを着た人々が森の中で集まって、同じ方向を見ている	コスチュームを着た小さな女の子が大人の女性のように見える	neutral	1.3	3718007650_e5930b4509.jpg	People with costumes are gathered in a wooded area looking the same direction .		
86	test	A little girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction	neutral	2.6			小さな女の子がコスチュームを着た女性を見ている	コスチュームを着た人々が森の中で集まって、同じ方向を見ている	neutral	1.3	1056359656_662cee0814.jpg	A little girl looking at a brochure on train rides		
87	train	A lone biker is jumping in the air	A biker is jumping in the air, alone	entailment	5.0			孤独な自転車乗りが空中にジャンプしている	自転車乗りが一人で空中にジャンプしている	entailment	4.3	3195701071_81879257f5.jpg	A brown dog is jumping in the air .	Numerical	Numerical;人;名詞,接尾,助数詞,*
88	train	There is no biker jumping in the air	A lone biker is jumping in the air	contradiction	4.2			空中にジャンプしている自転車乗りは一人もいない	孤独な自転車乗りが空中にジャンプしている	contradiction	3.3	3139389284_f01bd4c236.jpg	The dog is jumping in the air .	Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
89	test	A man is jumping into an empty swimming pool	A man is jumping into an empty pool	entailment	4.8	neutral	neutral	男性が空っぽのスイミングプールの中に跳び込んでいる	男性が空っぽのプールの中に跳び込んでいる	entailment	4.0	3689727848_b53f931130.jpg	A male jumping into a swimming pool .		
90	train	A man is jumping into an empty pool	A man is jumping into a full pool	contradiction	3.0			男性が空っぽのプールの中に跳び込んでいる	男性が水の入ったプールの中に跳び込んでいる	contradiction	4.0	3171651115_e07b9d08f6.jpg	A man is jumping into the surf .		
91	train	A man is jumping into an empty pool	The man's jumper is in the empty pool	neutral	3.1			男性が空っぽのプールの中に跳び込んでいる	その男性のジャンパーは空っぽのプールの中にある	neutral	2.7	3171651115_e07b9d08f6.jpg	A man is jumping into the surf .	Anaphora	Anaphora;その;連体詞,*,*,*
92	test	A lone biker is jumping in the air	A man is jumping into an empty swimming pool	neutral	1.6			孤独な自転車乗りが空中にジャンプしている	男性が空っぽのスイミングプールの中に跳び込んでいる	neutral	1.7	3195701071_81879257f5.jpg	A brown dog is jumping in the air .		
93	train	A lone biker is jumping in the air	A man is jumping into a full pool	neutral	1.7			孤独な自転車乗りが空中にジャンプしている	男性が水の入ったプールの中に跳び込んでいる	neutral	1.3	3195701071_81879257f5.jpg	A brown dog is jumping in the air .		
94	train	The man's jumper is in the empty pool	A lone biker is jumping in the air	neutral	1.4			その男性のジャンパーは空っぽのプールの中にある	孤独な自転車乗りが空中にジャンプしている	neutral	1.0	578644583_da3ff18dd1.jpg	The boy jumps into the blue pool .	Anaphora	Anaphora;その;連体詞,*,*,*
95	test	A man is jumping into an empty pool	A biker is jumping in the air, alone	neutral	1.6			男性が空っぽのプールの中に跳び込んでいる	自転車乗りが一人で空中にジャンプしている	neutral	1.7	3171651115_e07b9d08f6.jpg	A man is jumping into the surf .	Numerical	Numerical;人;名詞,接尾,助数詞,*
96	test	A man is jumping into an empty pool	There is no biker jumping in the air	neutral	1.2			男性が空っぽのプールの中に跳び込んでいる	空中にジャンプしている自転車乗りは一人もいない	neutral	2.0	3171651115_e07b9d08f6.jpg	A man is jumping into the surf .	Negation#Numerical	Numerical;人;名詞,接尾,助数詞,*#Negation;ない;助動詞,*,*,*
97	train	A lone biker is jumping in the air	A man is jumping into an empty pool	neutral	1.5			孤独な自転車乗りが空中にジャンプしている	男性が空っぽのプールの中に跳び込んでいる	neutral	1.3	3195701071_81879257f5.jpg	A brown dog is jumping in the air .		
98	train	Four kids are doing backbends in the park	Four children are doing backbends in the park	entailment	4.8			四人の子供たちが公園でバックベンドをしている	四人の子供たちが公園でバックベンドをしている	entailment	5.0	3067885047_f69d90c35b.jpg	Four children do backbends in the park .	Numerical	Numerical;人;名詞,接尾,助数詞,*
99	train	Four children are doing backbends in the gym	Four children are doing backbends in the park	neutral	3.8			四人の子供たちが体育館でバックベンドをしている	四人の子供たちが公園でバックベンドをしている	neutral	4.0	3067885047_f69d90c35b.jpg	Four children do backbends in the park .	Numerical	Numerical;人;名詞,接尾,助数詞,*
